names,scores,distances,rect
GEN2018_AG300118240545-017,"[5.089803, 7.1743064, 8.380806, 6.6787453, 34.704247, 10.418431, 13.422767]","[14.142135623730951, 21.213203435596427, 44.721359549995796, 25.0, 10.0, 61.032778078668514, 20.615528128088304]","[(314, 129, 54, 254), (732, 307, 97, 96), (657, 403, 230, 151), (872, 249, 219, 302), (379, 310, 123, 156), (410, 495, 150, 165), (512, 530, 318, 141)]"
GEN2018_CB190118030341-012,"[11.295488, 6.7572107, 40.344975, 48.891132, 29.708706, 13.452467, 33.882423]","[28.284271247461902, 20.0, 26.92582403567252, 60.207972893961475, 32.01562118716424, 72.11102550927978, 30.4138126514911]","[(354, 159, 74, 294), (722, 287, 87, 86), (607, 403, 260, 171), (882, 189, 307, 342), (359, 280, 123, 166), (400, 465, 150, 155), (512, 580, 318, 141)]"
FEB2018_PS140218201237-022,"[18.930216, 18.933748, 99.89242, 56.562138, 39.44839, 10.8089695, 33.608524]","[47.16990566028302, 65.0, 15.811388300841896, 70.71067811865476, 58.309518948453004, 50.0, 40.0]","[(304, 159, 64, 254), (742, 227, 87, 96), (637, 393, 240, 161), (902, 279, 242, 302), (329, 270, 123, 156), (410, 525, 150, 155), (502, 500, 308, 121)]"
LUG2018_MM110718211238-096,"[353.52536, 18.940641, 6.628202, 46.529575, 41.814648, 16.62518, 15.300924]","[56.568542494923804, 90.13878188659973, 14.142135623730951, 30.4138126514911, 40.0, 58.309518948453004, 10.0]","[(284, 79, 54, 254), (672, 237, 97, 86), (627, 393, 230, 151), (862, 209, 403, 322), (339, 300, 123, 156), (330, 475, 150, 155), (512, 540, 308, 121)]"
NOV2017_PE161117270942-235,"[27.729176, 8.152669, 5.1635756, 242.20317, 18.00956, 10.548697, 26.767504]","[61.032778078668514, 85.0, 42.42640687119285, 53.85164807134504, 43.01162633521314, 38.07886552931954, 64.03124237432849]","[(274, 159, 54, 264), (762, 227, 127, 136), (647, 353, 230, 151), (872, 179, 205, 302), (369, 290, 173, 186), (330, 545, 160, 165), (552, 500, 308, 121)]"
LUG2018_MA100718161028-097,"[7.294482, 6.396711, 7.603367, 9.964162, 7.655927, 11.563817, 22.11196]","[10.0, 42.720018726587654, 15.811388300841896, 36.05551275463989, 29.154759474226502, 41.23105625617661, 22.360679774997898]","[(314, 119, 54, 254), (712, 287, 107, 116), (627, 403, 240, 161), (872, 259, 176, 302), (379, 290, 153, 186), (320, 535, 150, 155), (522, 530, 308, 121)]"
OTT2018_ZE311018230832-135,"[4.658753, 9.810709, 25.281946, 11.246889, 23.176695, 10.020012, 15.705492]","[22.360679774997898, 11.180339887498949, 50.0, 7.0710678118654755, 36.05551275463989, 41.23105625617661, 41.23105625617661]","[(304, 109, 54, 254), (752, 297, 87, 96), (667, 383, 230, 151), (872, 239, 233, 332), (369, 330, 143, 156), (400, 515, 150, 155), (512, 580, 308, 121)]"
FEB2018_CF280218050239-033,"[7.5253477, 9.207748, 43.313145, 7.0240088, 12.578566, 11.528657, 15.575088]","[25.495097567963924, 0.0, 22.360679774997898, 81.39410298049853, 14.142135623730951, 20.0, 0.0]","[(304, 119, 64, 264), (742, 287, 87, 86), (627, 403, 230, 151), (862, 179, 308, 362), (369, 290, 123, 156), (380, 525, 150, 155), (502, 540, 308, 121)]"
GEN2016_LM270116281037-257,"[9.996971, 7.1778064, 48.098995, 188.24959, 35.95981, 14.846014, 24.902458]","[53.85164807134504, 36.40054944640259, 75.0, 11.180339887498949, 56.568542494923804, 22.360679774997898, 32.01562118716424]","[(274, 139, 54, 254), (712, 277, 97, 86), (667, 323, 240, 151), (862, 239, 167, 312), (339, 340, 123, 156), (380, 515, 150, 155), (482, 520, 318, 121)]"
DIC2017_RG221217011139-239,"[4.2130313, 13.087834, 7.7307625, 14.528508, 7.3016515, 8.857136, 28.246958]","[54.08326913195984, 20.0, 5.0, 21.213203435596427, 29.154759474226502, 41.23105625617661, 71.06335201775947]","[(284, 89, 64, 254), (742, 267, 87, 86), (617, 393, 230, 161), (872, 219, 198, 312), (369, 290, 133, 186), (400, 535, 150, 155), (462, 490, 318, 131)]"
NOV2018_DM151118060161-134,"[4.4310236, 7.9092913, 9.902682, 7.7992983, 9.298337, 9.9073715, 15.912724]","[10.0, 60.207972893961475, 28.284271247461902, 35.35533905932738, 28.284271247461902, 45.27692569068709, 10.0]","[(314, 119, 54, 254), (722, 267, 127, 136), (637, 403, 230, 151), (892, 229, 290, 312), (369, 290, 143, 176), (320, 535, 160, 165), (492, 540, 308, 121)]"
GIU2016_CC160616160632-288,"[15.696306, 7.1947465, 146.2985, 163.8602, 35.0469, 10.805614, 25.073727]","[41.23105625617661, 57.0087712549569, 41.23105625617661, 20.0, 31.622776601683793, 51.478150704935004, 22.360679774997898]","[(284, 109, 54, 254), (692, 277, 97, 96), (577, 393, 230, 151), (852, 249, 104, 302), (369, 270, 123, 156), (320, 505, 160, 165), (482, 550, 308, 121)]"
SET2018_DS180918300838-130,"[29.914833, 8.329673, 9.024241, 16.500395, 24.525227, 12.720366, 23.472301]","[31.622776601683793, 14.142135623730951, 22.360679774997898, 7.0710678118654755, 36.05551275463989, 42.42640687119285, 28.284271247461902]","[(294, 129, 54, 254), (732, 297, 87, 86), (607, 403, 230, 151), (862, 229, 192, 312), (359, 270, 123, 156), (330, 495, 150, 155), (482, 560, 308, 121)]"
GEN2018_TG310118250238-020,"[8.924978, 12.75656, 9.135023, 7.3700056, 19.09856, 10.070785, 20.859797]","[33.54101966249684, 11.180339887498949, 36.05551275463989, 38.07886552931954, 46.09772228646444, 50.99019513592785, 30.0]","[(304, 139, 74, 264), (742, 297, 107, 96), (647, 403, 230, 151), (862, 229, 336, 372), (369, 260, 123, 166), (410, 515, 150, 155), (532, 540, 308, 121)]"
MAG2018_CE150518120848-086,"[3.3851888, 12.98583, 5.762237, 7.7422323, 12.971873, 10.779163, 16.26267]","[45.0, 11.180339887498949, 11.180339887498949, 14.142135623730951, 47.16990566028302, 25.495097567963924, 28.284271247461902]","[(284, 119, 64, 254), (752, 287, 87, 96), (627, 383, 230, 161), (862, 239, 277, 302), (369, 280, 153, 196), (360, 555, 160, 165), (482, 560, 308, 121)]"
MAG2017_PC180517050636-179,"[3.7082226, 11.787984, 6.201578, 67.47474, 12.574218, 12.06326, 28.219126]","[50.99019513592785, 10.0, 10.0, 31.622776601683793, 18.027756377319946, 20.0, 75.0]","[(274, 109, 54, 254), (742, 297, 87, 86), (607, 383, 230, 151), (882, 239, 196, 302), (369, 300, 133, 176), (360, 505, 150, 155), (462, 480, 318, 121)]"
LUG2018_VA170718301062-095,"[5.971812, 8.834988, 6.8466697, 7.007871, 23.823088, 12.396621, 22.755674]","[0.0, 15.811388300841896, 7.0710678118654755, 36.40054944640259, 26.92582403567252, 58.309518948453004, 22.360679774997898]","[(324, 119, 54, 254), (752, 277, 97, 96), (617, 383, 240, 161), (892, 219, 223, 302), (369, 300, 153, 176), (410, 555, 150, 155), (482, 530, 308, 121)]"
NOV2017_MF071117041236-230,"[4.133658, 9.141804, 5.3426776, 56.48901, 10.396453, 11.367326, 16.47678]","[35.0, 10.0, 14.142135623730951, 22.360679774997898, 39.05124837953327, 30.0, 28.284271247461902]","[(324, 89, 54, 264), (742, 297, 87, 86), (627, 373, 230, 151), (842, 229, 112, 322), (369, 290, 163, 186), (390, 525, 150, 155), (482, 520, 308, 121)]"
OTT2018_PP301018160538-140,"[12.367632, 7.610195, 8.519559, 7.941315, 40.37324, 10.014296, 25.004883]","[64.03124237432849, 25.495097567963924, 40.311288741492746, 45.27692569068709, 53.85164807134504, 10.0, 10.0]","[(374, 169, 54, 274), (742, 267, 97, 96), (657, 383, 230, 161), (902, 229, 265, 312), (359, 250, 123, 156), (370, 525, 150, 155), (502, 550, 308, 121)]"
LUG2016_BC140716180738-304,"[374.92276, 7.612713, 6.1051846, 221.77055, 51.39391, 11.687772, 16.145182]","[63.63961030678928, 64.03124237432849, 7.0710678118654755, 41.23105625617661, 70.71067811865476, 32.01562118716424, 44.721359549995796]","[(374, 169, 64, 264), (692, 247, 87, 86), (617, 383, 240, 161), (862, 269, 140, 302), (329, 250, 123, 156), (380, 505, 150, 165), (462, 560, 308, 121)]"
GEN2018_MM250118040441-015,"[3.0625, 9.038674, 7.4005923, 7.063496, 43.2472, 10.69196, 15.742692]","[14.142135623730951, 36.05551275463989, 10.0, 30.0, 46.09772228646444, 53.85164807134504, 0.0]","[(314, 129, 54, 254), (722, 317, 87, 86), (607, 383, 230, 151), (882, 229, 196, 302), (359, 270, 143, 166), (410, 505, 150, 155), (502, 540, 308, 121)]"
MAR2018_PL280318140244-046,"[7.053329, 7.612841, 67.92893, 7.2671833, 7.418774, 12.728327, 21.47776]","[22.360679774997898, 35.35533905932738, 38.07886552931954, 0.0, 25.0, 20.0, 43.01162633521314]","[(314, 139, 54, 254), (712, 287, 97, 96), (607, 423, 240, 161), (862, 239, 194, 322), (369, 320, 133, 156), (360, 505, 150, 155), (472, 520, 318, 131)]"
MAG2016_PC270516271238-285,"[17.016806, 9.513733, 81.60808, 236.10272, 48.031574, 13.125587, 28.409916]","[60.207972893961475, 41.23105625617661, 22.360679774997898, 52.20153254455275, 58.309518948453004, 50.99019513592785, 67.08203932499369]","[(354, 89, 124, 314), (752, 247, 87, 86), (607, 363, 230, 151), (882, 189, 253, 322), (349, 350, 123, 156), (370, 575, 150, 155), (442, 570, 308, 121)]"
FEB2018_CV150218031239-021,"[2.601328, 18.709185, 17.168797, 14.296265, 30.425896, 12.806492, 20.98262]","[28.284271247461902, 28.284271247461902, 39.05124837953327, 0.0, 41.23105625617661, 64.03124237432849, 56.568542494923804]","[(304, 139, 54, 254), (722, 267, 87, 86), (647, 413, 240, 151), (862, 239, 170, 322), (369, 260, 123, 156), (410, 485, 150, 155), (462, 580, 308, 121)]"
FEB2017_SF150217270642-154,"[5.1372104, 18.990362, 35.937027, 109.182434, 40.646996, 10.592053, 17.418612]","[36.05551275463989, 53.85164807134504, 61.032778078668514, 31.622776601683793, 78.10249675906654, 30.0, 70.71067811865476]","[(304, 89, 54, 254), (762, 337, 87, 86), (587, 343, 240, 171), (842, 259, 193, 302), (329, 240, 123, 156), (360, 495, 150, 155), (452, 590, 308, 121)]"
FEB2017_TE100217240341-151,"[2.8399162, 11.303887, 92.171585, 68.67685, 13.002035, 10.835459, 20.140705]","[22.360679774997898, 7.0710678118654755, 28.284271247461902, 41.23105625617661, 25.0, 44.721359549995796, 14.142135623730951]","[(304, 129, 54, 254), (752, 297, 97, 96), (637, 403, 230, 151), (892, 219, 184, 302), (369, 320, 153, 196), (400, 545, 150, 155), (492, 550, 308, 121)]"
GEN2016_BF210116270128-253,"[3.465863, 6.5235615, 6.975163, 7.456241, 9.31615, 10.206606, 17.753368]","[50.0, 11.180339887498949, 14.142135623730951, 10.0, 42.42640687119285, 42.42640687119285, 14.142135623730951]","[(284, 89, 54, 254), (742, 287, 107, 96), (627, 373, 230, 151), (862, 229, 166, 322), (369, 290, 163, 196), (330, 555, 150, 155), (492, 550, 308, 121)]"
GEN2018_BR310118050144-019,"[8.881031, 18.93364, 94.46288, 9.946443, 29.667027, 9.9143505, 14.99124]","[85.0, 44.721359549995796, 64.03124237432849, 25.0, 31.622776601683793, 40.0, 42.720018726587654]","[(254, 159, 64, 254), (732, 257, 107, 106), (667, 423, 230, 151), (862, 219, 188, 332), (369, 270, 123, 156), (400, 525, 150, 155), (542, 560, 308, 131)]"
GEN2018_RM160118271234-009,"[4.128716, 13.802009, 8.911946, 6.9303317, 8.052137, 10.136306, 17.834665]","[18.027756377319946, 29.154759474226502, 22.360679774997898, 30.0, 15.811388300841896, 50.0, 25.0]","[(314, 139, 54, 264), (722, 277, 97, 96), (627, 403, 230, 151), (882, 229, 203, 302), (369, 300, 133, 166), (330, 565, 150, 155), (492, 560, 318, 121)]"
NOV2018_SL071118110334-133,"[2.8226595, 19.103683, 6.7878375, 242.90396, 10.476411, 9.064064, 24.922464]","[63.63961030678928, 58.52349955359813, 30.0, 64.03124237432849, 39.05124837953327, 20.0, 20.615528128088304]","[(284, 169, 64, 264), (762, 237, 87, 96), (647, 383, 230, 151), (902, 189, 216, 302), (369, 290, 163, 186), (380, 525, 150, 155), (512, 560, 318, 121)]"
FEB2016_FR040216040432-260,"[17.3142, 8.187827, 14.413297, 184.79323, 32.434357, 16.343372, 29.007362]","[55.90169943749474, 20.615528128088304, 53.85164807134504, 50.99019513592785, 40.311288741492746, 57.0087712549569, 50.0]","[(354, 169, 64, 254), (722, 287, 87, 96), (667, 403, 230, 151), (802, 219, 184, 302), (409, 350, 173, 176), (410, 565, 160, 165), (532, 500, 308, 121)]"
GEN2018_PC170118310541-010,"[3.8682804, 13.339619, 5.3168807, 10.329947, 7.934485, 12.217781, 17.717333]","[31.622776601683793, 10.0, 20.0, 25.0, 41.23105625617661, 26.92582403567252, 44.721359549995796]","[(314, 89, 54, 254), (742, 297, 87, 86), (617, 363, 230, 151), (872, 219, 215, 322), (359, 300, 163, 176), (370, 555, 150, 165), (462, 560, 308, 121)]"
MAR2018_AG290318120730-047,"[3.626923, 18.973858, 25.32533, 134.17088, 35.584114, 11.959866, 34.984833]","[49.24428900898052, 31.622776601683793, 50.0, 65.19202405202648, 28.284271247461902, 20.615528128088304, 58.309518948453004]","[(284, 109, 64, 274), (732, 257, 87, 86), (577, 413, 230, 151), (792, 229, 251, 312), (359, 280, 123, 156), (340, 525, 150, 165), (532, 490, 308, 121)]"
NOV2017_SV151117231043-236,"[141.92696, 12.303274, 32.991985, 26.529299, 13.8645, 9.728181, 26.94197]","[40.0, 94.33981132056604, 47.16990566028302, 10.0, 14.142135623730951, 50.99019513592785, 31.622776601683793]","[(324, 79, 54, 254), (692, 267, 147, 146), (647, 423, 240, 151), (862, 249, 154, 322), (369, 310, 123, 156), (410, 515, 150, 155), (472, 530, 308, 121)]"
NOV2018_PA131118090934-142,"[36.039204, 9.493825, 7.5968013, 7.020305, 20.380558, 14.186891, 15.019781]","[100.0, 33.54101966249684, 22.360679774997898, 11.180339887498949, 22.360679774997898, 50.0, 51.478150704935004]","[(244, 59, 54, 254), (712, 307, 87, 96), (597, 393, 230, 151), (882, 239, 330, 312), (359, 310, 123, 156), (330, 485, 150, 155), (462, 520, 318, 131)]"
SET2017_TM140917250539-214,"[24.0427, 14.2120495, 11.31019, 47.98637, 12.727554, 11.851831, 17.01305]","[87.32124598286491, 5.0, 33.54101966249684, 29.154759474226502, 10.0, 14.142135623730951, 28.284271247461902]","[(264, 169, 104, 314), (742, 287, 87, 96), (637, 413, 240, 151), (882, 219, 251, 312), (379, 310, 123, 156), (350, 535, 150, 155), (522, 560, 308, 121)]"
GEN2018_AL020118220639-002,"[5.4582043, 12.968307, 9.826835, 8.68919, 47.391468, 15.44531, 22.872774]","[49.24428900898052, 14.142135623730951, 7.0710678118654755, 33.54101966249684, 46.09772228646444, 82.76472678623425, 68.00735254367721]","[(284, 99, 64, 254), (752, 297, 87, 86), (627, 393, 240, 161), (882, 219, 191, 312), (359, 270, 143, 166), (340, 465, 180, 185), (452, 500, 318, 121)]"
MAR2018_LS200318011230-042,"[21.832817, 9.957402, 61.72066, 28.047619, 46.067867, 9.159106, 20.442675]","[41.23105625617661, 36.05551275463989, 10.0, 50.0, 0.0, 36.05551275463989, 22.360679774997898]","[(334, 159, 54, 254), (772, 307, 87, 86), (607, 383, 230, 151), (892, 259, 226, 302), (379, 300, 123, 156), (390, 545, 150, 155), (522, 530, 308, 121)]"
GIU2018_SF060618270642-069,"[4.0089393, 18.669197, 18.88675, 34.300167, 33.41346, 11.084262, 37.619118]","[32.01562118716424, 73.824115301167, 42.42640687119285, 41.23105625617661, 31.622776601683793, 56.568542494923804, 70.71067811865476]","[(304, 139, 64, 254), (682, 257, 97, 96), (647, 413, 230, 151), (892, 219, 385, 302), (349, 310, 123, 156), (400, 485, 150, 155), (452, 490, 308, 121)]"
GIU2017_ZG150617060841-194,"[10.099312, 9.823317, 16.070562, 13.196203, 48.70242, 11.520779, 15.421884]","[47.16990566028302, 10.0, 39.05124837953327, 36.05551275463989, 44.721359549995796, 40.0, 0.0]","[(354, 169, 64, 274), (742, 297, 87, 86), (647, 363, 230, 161), (882, 209, 214, 302), (359, 260, 123, 156), (360, 485, 150, 155), (502, 540, 308, 121)]"
MAG2016_ML190516010147-292,"[11.837298, 10.655404, 15.746166, 129.74257, 16.399641, 10.20234, 27.750526]","[67.26812023536856, 14.142135623730951, 20.0, 31.622776601683793, 44.721359549995796, 28.284271247461902, 63.245553203367585]","[(374, 169, 54, 264), (732, 297, 87, 86), (637, 383, 230, 151), (872, 269, 247, 322), (359, 340, 123, 156), (340, 545, 150, 155), (442, 560, 308, 121)]"
LUG2017_NE200717040648-203,"[27.42881, 5.832158, 7.2352295, 7.265186, 7.458589, 11.078727, 16.162426]","[50.99019513592785, 47.43416490252569, 40.0, 25.495097567963924, 21.213203435596427, 53.85164807134504, 44.721359549995796]","[(314, 69, 54, 254), (712, 287, 117, 116), (617, 423, 230, 151), (862, 219, 265, 332), (369, 320, 133, 166), (310, 545, 150, 155), (462, 560, 308, 121)]"
MAR2018_LG290318171144-048,"[16.601189, 18.454185, 112.17438, 188.4362, 11.427045, 11.081475, 16.587257]","[50.0, 33.54101966249684, 79.05694150420949, 15.811388300841896, 11.180339887498949, 25.495097567963924, 11.180339887498949]","[(324, 169, 54, 254), (732, 267, 97, 106), (667, 323, 240, 161), (872, 239, 252, 332), (369, 300, 123, 166), (360, 505, 160, 165), (522, 560, 338, 141)]"
SET2018_GM120918230435-124,"[13.598187, 12.687374, 87.99771, 7.350917, 23.67841, 14.48036, 26.078663]","[42.720018726587654, 11.180339887498949, 36.05551275463989, 55.90169943749474, 25.495097567963924, 53.85164807134504, 31.622776601683793]","[(344, 159, 64, 254), (742, 287, 107, 96), (647, 403, 230, 151), (862, 199, 268, 352), (359, 300, 133, 166), (410, 545, 150, 155), (492, 570, 308, 121)]"
NOV2017_CA221117210541-231,"[2.5971482, 18.269812, 70.73415, 53.389782, 42.06163, 13.0767145, 18.946568]","[56.568542494923804, 49.24428900898052, 22.360679774997898, 10.0, 50.99019513592785, 45.0, 91.7877987534291]","[(284, 159, 54, 254), (792, 267, 97, 86), (627, 403, 230, 151), (852, 219, 139, 302), (369, 350, 123, 156), (370, 495, 170, 185), (432, 510, 328, 151)]"
MAR2016_AS170316050737-279,"[3.5547047, 8.2542, 9.264318, 8.620135, 22.277767, 11.240816, 26.677084]","[69.6419413859206, 82.46211251235322, 22.360679774997898, 33.54101966249684, 36.05551275463989, 22.360679774997898, 76.15773105863909]","[(264, 99, 64, 264), (682, 317, 127, 106), (627, 403, 230, 151), (892, 219, 245, 312), (409, 320, 123, 156), (370, 545, 150, 155), (472, 470, 308, 121)]"
SET2018_MV200918141144-126,"[856.0481, 19.191265, 38.44774, 161.48183, 45.211494, 11.184128, 21.861208]","[50.99019513592785, 60.207972893961475, 50.0, 50.99019513592785, 50.0, 50.0, 25.495097567963924]","[(314, 69, 54, 254), (702, 247, 97, 86), (647, 343, 230, 151), (872, 189, 225, 322), (339, 270, 123, 156), (360, 475, 150, 155), (512, 520, 318, 131)]"
LUG2016_PE140716270942-301,"[5.4069386, 8.077543, 190.21132, 92.23086, 34.264233, 12.925317, 25.339678]","[58.309518948453004, 14.142135623730951, 50.24937810560445, 55.90169943749474, 42.720018726587654, 42.42640687119285, 53.85164807134504]","[(294, 169, 54, 254), (742, 327, 107, 146), (627, 433, 240, 151), (832, 179, 131, 302), (369, 350, 133, 176), (340, 565, 170, 175), (482, 590, 308, 121)]"
FEB2018_SS210218281037-030,"[2.4536724, 18.954111, 30.901093, 146.48131, 7.2319703, 8.954505, 17.030798]","[61.032778078668514, 50.24937810560445, 36.05551275463989, 60.0, 32.01562118716424, 36.05551275463989, 40.311288741492746]","[(274, 159, 54, 264), (742, 237, 97, 86), (637, 353, 230, 151), (862, 189, 144, 342), (369, 300, 153, 196), (380, 555, 150, 155), (522, 580, 308, 131)]"
MAR2017_BL150317130235-168,"[2.628195, 8.122315, 9.3873825, 24.789751, 29.443714, 11.765503, 15.814416]","[18.027756377319946, 28.284271247461902, 30.0, 30.0, 30.0, 36.05551275463989, 41.23105625617661]","[(314, 119, 64, 274), (722, 307, 87, 86), (617, 413, 230, 151), (882, 229, 251, 302), (379, 270, 123, 156), (330, 505, 150, 155), (462, 530, 308, 121)]"
NOV2018_DG151118250229-132,"[19.938807, 7.0746384, 75.48445, 45.550243, 23.824804, 9.832131, 26.60574]","[46.09772228646444, 25.495097567963924, 25.0, 70.178344238091, 20.615528128088304, 10.0, 50.0]","[(294, 89, 64, 254), (742, 317, 97, 96), (637, 403, 240, 151), (882, 199, 354, 382), (389, 280, 133, 156), (360, 515, 150, 155), (532, 580, 308, 121)]"
MAG2018_LS090518050142-087,"[28.355476, 8.428354, 18.98701, 108.807014, 44.34178, 19.236347, 16.935917]","[47.16990566028302, 15.811388300841896, 58.309518948453004, 15.811388300841896, 32.01562118716424, 40.0, 22.360679774997898]","[(304, 159, 64, 254), (752, 277, 97, 96), (667, 413, 230, 151), (862, 249, 236, 312), (359, 280, 133, 156), (360, 565, 150, 155), (482, 550, 308, 121)]"
LUG2018_CR200718300839-104,"[4.1790524, 9.64842, 8.216391, 8.916686, 26.077255, 11.528499, 17.660547]","[10.0, 14.142135623730951, 20.0, 30.4138126514911, 31.622776601683793, 54.08326913195984, 7.0710678118654755]","[(314, 119, 54, 254), (752, 297, 87, 86), (617, 403, 230, 151), (882, 239, 181, 312), (369, 330, 123, 156), (320, 555, 160, 155), (502, 550, 318, 131)]"
MAG2017_PB310517070335-186,"[3.7564805, 18.245502, 7.1046443, 5.9812636, 9.802705, 12.528615, 18.53733]","[31.622776601683793, 15.0, 21.213203435596427, 15.0, 18.027756377319946, 55.90169943749474, 14.142135623730951]","[(294, 109, 54, 254), (732, 287, 97, 86), (607, 403, 240, 161), (872, 229, 209, 302), (369, 320, 123, 166), (350, 475, 150, 165), (492, 550, 308, 121)]"
FEB2016_GB250216050330-278,"[13.859733, 8.543275, 52.51046, 13.136048, 29.391273, 13.361225, 28.11365]","[33.54101966249684, 14.142135623730951, 55.90169943749474, 61.032778078668514, 40.0, 50.0, 61.032778078668514]","[(314, 89, 64, 254), (752, 277, 87, 86), (667, 363, 230, 161), (822, 189, 113, 322), (339, 300, 123, 156), (330, 485, 150, 155), (542, 590, 318, 121)]"
LUG2017_FO190717021236-202,"[27.162804, 10.223707, 20.080385, 74.69642, 26.044987, 10.471394, 48.70926]","[60.41522986797286, 40.0, 20.615528128088304, 41.23105625617661, 31.622776601683793, 44.721359549995796, 64.03124237432849]","[(274, 149, 64, 264), (742, 327, 87, 86), (617, 403, 240, 151), (842, 269, 153, 302), (389, 330, 123, 156), (400, 505, 150, 155), (452, 500, 308, 121)]"
MAR2018_GD060318301143-036,"[19.70399, 10.791764, 46.581375, 53.680714, 15.785884, 11.906415, 18.527983]","[109.77249200050075, 40.311288741492746, 36.05551275463989, 26.92582403567252, 31.622776601683793, 36.05551275463989, 50.99019513592785]","[(244, 89, 84, 304), (752, 327, 97, 86), (647, 403, 230, 151), (842, 259, 107, 312), (369, 270, 123, 156), (330, 545, 150, 155), (452, 550, 308, 121)]"
MAR2017_MR290317091234-159,"[20.230146, 12.5169115, 55.42288, 223.7248, 56.470848, 14.288479, 17.300259]","[55.226805085936306, 25.0, 36.05551275463989, 53.150729063673246, 22.360679774997898, 44.721359549995796, 36.05551275463989]","[(274, 139, 64, 284), (762, 267, 97, 86), (647, 403, 230, 151), (902, 199, 231, 312), (359, 290, 123, 156), (340, 485, 150, 155), (472, 520, 308, 121)]"
GEN2016_CI200116080133-258,"[6.9285026, 7.376603, 80.71142, 175.63737, 45.12932, 13.639405, 28.72049]","[64.03124237432849, 40.311288741492746, 50.0, 20.615528128088304, 42.42640687119285, 20.0, 75.16648189186454]","[(274, 159, 54, 254), (742, 247, 97, 86), (657, 353, 230, 151), (862, 249, 256, 302), (349, 330, 123, 156), (340, 525, 150, 155), (512, 470, 318, 131)]"
GEN2018_GP260118160537-016,"[4.3950644, 6.8212276, 6.989847, 7.1482487, 10.773221, 10.05974, 13.434574]","[39.05124837953327, 36.05551275463989, 36.05551275463989, 85.58621384311844, 28.284271247461902, 31.622776601683793, 40.0]","[(304, 89, 64, 254), (772, 307, 87, 86), (647, 403, 230, 151), (872, 179, 336, 372), (399, 320, 123, 156), (390, 515, 150, 155), (502, 500, 308, 121)]"
MAR2016_MA300316111030-264,"[4.066134, 7.076745, 19.05331, 150.11798, 12.1138735, 14.38379, 18.799791]","[53.85164807134504, 76.48529270389177, 44.721359549995796, 31.622776601683793, 14.142135623730951, 50.0, 53.85164807134504]","[(304, 169, 54, 254), (672, 307, 97, 96), (657, 403, 230, 151), (842, 259, 118, 302), (369, 310, 123, 156), (360, 475, 150, 155), (552, 520, 308, 121)]"
SET2017_CE140917230934-210,"[9.358775, 11.147084, 9.010126, 57.292988, 11.00316, 12.025867, 15.119307]","[36.05551275463989, 10.0, 10.0, 26.92582403567252, 11.180339887498949, 14.142135623730951, 11.180339887498949]","[(304, 149, 54, 254), (752, 287, 87, 86), (617, 393, 230, 151), (872, 259, 234, 312), (369, 310, 123, 166), (370, 515, 150, 155), (502, 550, 328, 131)]"
MAR2018_FG270318110458-045,"[14.2155075, 9.866423, 12.113974, 46.164425, 10.101537, 10.296591, 30.680573]","[31.622776601683793, 22.360679774997898, 30.0, 53.85164807134504, 46.09772228646444, 53.85164807134504, 97.082439194738]","[(294, 109, 54, 254), (732, 267, 87, 86), (617, 353, 230, 151), (902, 209, 298, 302), (359, 270, 143, 166), (410, 505, 150, 155), (462, 470, 338, 141)]"
MAG2018_LD170518281043-085,"[12.071908, 8.089914, 10.035812, 65.151794, 37.28764, 11.174189, 21.09342]","[42.42640687119285, 22.360679774997898, 14.142135623730951, 28.284271247461902, 67.08203932499369, 14.142135623730951, 35.35533905932738]","[(354, 159, 54, 274), (762, 277, 87, 86), (627, 393, 230, 151), (872, 209, 132, 302), (349, 240, 123, 156), (370, 535, 150, 155), (482, 520, 318, 131)]"
NOV2017_FC031117020832-237,"[10.653498, 7.346698, 52.238342, 241.80594, 16.466532, 10.926591, 16.599663]","[50.99019513592785, 71.58910531638176, 45.27692569068709, 49.24428900898052, 22.360679774997898, 0.0, 25.495097567963924]","[(334, 69, 54, 254), (712, 227, 87, 96), (667, 393, 240, 161), (882, 199, 155, 332), (399, 290, 123, 156), (360, 525, 150, 155), (532, 550, 318, 131)]"
AGO2018_TG010818091137-111,"[12.776197, 9.55562, 8.332507, 38.010952, 36.522015, 15.739939, 30.394032]","[39.05124837953327, 11.180339887498949, 30.4138126514911, 30.4138126514911, 50.0, 70.71067811865476, 20.0]","[(354, 99, 54, 264), (752, 297, 97, 86), (647, 393, 230, 161), (862, 209, 192, 322), (349, 260, 123, 156), (410, 575, 150, 155), (502, 520, 308, 121)]"
APR2016_CP140416311233-262,"[23.99361, 19.031322, 182.90385, 181.16225, 33.45451, 16.930183, 48.081825]","[70.71067811865476, 18.027756377319946, 56.568542494923804, 14.142135623730951, 50.0, 33.54101966249684, 65.19202405202648]","[(274, 69, 54, 254), (752, 307, 87, 96), (577, 433, 230, 171), (862, 239, 135, 302), (329, 300, 123, 156), (380, 495, 160, 155), (542, 490, 318, 131)]"
APR2017_MD200417100241-172,"[60.635277, 8.70234, 16.684, 166.49304, 37.49337, 10.858366, 16.073023]","[55.90169943749474, 22.360679774997898, 36.05551275463989, 10.0, 20.0, 31.622776601683793, 53.85164807134504]","[(274, 129, 64, 254), (762, 277, 87, 86), (647, 363, 230, 151), (852, 239, 82, 302), (379, 320, 123, 156), (370, 495, 150, 155), (452, 560, 308, 121)]"
