names,scores,distances,rect
NOV2017_GV161117040842-233,"[2.858617, 7.0587807, 7.603012, 9.601228, 15.499281, 10.252397, 19.153734]","[22.360679774997898, 25.0, 44.721359549995796, 14.142135623730951, 25.0, 60.0, 7.0710678118654755]","[(314, 139, 54, 254), (742, 317, 87, 96), (637, 423, 230, 151), (872, 249, 217, 322), (369, 290, 143, 166), (370, 475, 170, 175), (502, 540, 318, 131)]"
OTT2017_MI041017200437-222,"[12.336519, 6.320846, 7.6807256, 15.9694395, 17.950285, 9.990662, 15.315571]","[50.99019513592785, 30.4138126514911, 64.03124237432849, 45.27692569068709, 26.92582403567252, 31.622776601683793, 22.360679774997898]","[(314, 169, 54, 254), (712, 297, 87, 96), (657, 433, 230, 151), (902, 229, 260, 312), (369, 280, 123, 166), (370, 555, 150, 155), (522, 530, 308, 121)]"
MAR2017_LS290317011230-162,"[11.842288, 17.453918, 10.015875, 7.819366, 13.057223, 9.654179, 17.115206]","[28.284271247461902, 14.142135623730951, 58.309518948453004, 46.09772228646444, 32.01562118716424, 50.99019513592785, 44.721359549995796]","[(304, 139, 54, 254), (752, 297, 87, 86), (667, 413, 230, 151), (862, 219, 378, 352), (379, 290, 163, 186), (410, 515, 150, 155), (542, 560, 308, 121)]"
LUG2018_BA170718190238-102,"[4.5212007, 8.313533, 116.90876, 10.14654, 12.602538, 12.523833, 16.864597]","[53.85164807134504, 11.180339887498949, 40.0, 26.92582403567252, 20.615528128088304, 50.99019513592785, 44.721359549995796]","[(304, 69, 54, 254), (752, 287, 87, 96), (657, 383, 230, 151), (892, 239, 301, 342), (379, 300, 133, 196), (310, 535, 150, 155), (542, 560, 308, 121)]"
MAR2017_ML240317260843-164,"[4.335346, 6.804968, 7.486203, 7.3158326, 7.4405317, 10.034991, 16.423504]","[22.360679774997898, 7.0710678118654755, 28.284271247461902, 18.027756377319946, 11.180339887498949, 10.0, 14.142135623730951]","[(304, 109, 54, 254), (752, 287, 97, 96), (637, 403, 230, 151), (872, 249, 290, 312), (379, 310, 143, 166), (360, 535, 150, 155), (512, 530, 308, 121)]"
GEN2016_CF290116060239-252,"[10.496433, 9.337899, 10.474307, 49.8143, 11.521409, 9.8351, 13.79734]","[55.90169943749474, 14.142135623730951, 22.360679774997898, 47.16990566028302, 20.0, 22.360679774997898, 20.0]","[(354, 169, 64, 254), (752, 297, 87, 86), (637, 393, 230, 151), (892, 209, 203, 312), (379, 320, 123, 156), (380, 535, 150, 155), (502, 560, 308, 121)]"
NOV2018_SG061118300543-136,"[2.1519716, 7.7660613, 7.874392, 84.92707, 14.999162, 11.159077, 18.244047]","[20.615528128088304, 28.284271247461902, 30.0, 49.49747468305833, 22.360679774997898, 58.309518948453004, 66.70832032063167]","[(304, 119, 54, 264), (762, 267, 87, 86), (647, 383, 230, 151), (822, 199, 162, 312), (399, 310, 123, 156), (330, 575, 150, 155), (442, 560, 318, 131)]"
GIU2016_CC220616200328-300,"[35.981953, 19.331022, 158.6867, 89.14775, 26.913317, 10.537707, 31.157108]","[78.10249675906654, 50.0, 70.71067811865476, 41.23105625617661, 14.142135623730951, 58.309518948453004, 41.23105625617661]","[(274, 169, 74, 254), (742, 337, 87, 86), (667, 433, 230, 151), (862, 189, 287, 302), (369, 310, 123, 156), (390, 475, 150, 155), (462, 550, 308, 121)]"
FEB2018_CA200218170841-029,"[2.2638192, 5.523722, 52.113304, 106.9046, 9.119465, 13.303425, 17.044132]","[0.0, 22.360679774997898, 36.05551275463989, 22.360679774997898, 46.09772228646444, 31.622776601683793, 22.360679774997898]","[(324, 119, 54, 254), (732, 307, 87, 86), (647, 403, 230, 151), (872, 239, 177, 302), (359, 340, 143, 166), (390, 515, 150, 155), (482, 550, 308, 121)]"
MAR2016_CC240316060946-269,"[19.063265, 8.1040945, 8.336687, 27.705729, 16.561457, 11.83871, 17.341543]","[56.568542494923804, 30.4138126514911, 11.180339887498949, 20.615528128088304, 26.92582403567252, 36.05551275463989, 10.0]","[(364, 159, 54, 254), (722, 287, 107, 96), (627, 393, 230, 161), (852, 269, 312, 342), (359, 290, 133, 156), (330, 545, 150, 155), (502, 550, 308, 121)]"
MAG2016_CL260516060349-287,"[1.8525677, 5.668541, 6.210472, 6.0937862, 7.603385, 10.566346, 16.287037]","[22.360679774997898, 45.0, 10.0, 15.811388300841896, 42.42640687119285, 28.284271247461902, 22.360679774997898]","[(314, 139, 54, 254), (712, 297, 117, 106), (617, 393, 230, 151), (872, 239, 200, 312), (369, 290, 163, 196), (340, 505, 150, 155), (512, 560, 308, 121)]"
FEB2017_MV240217141144-160,"[2.7622242, 11.631789, 9.615708, 21.77271, 14.640585, 14.599042, 20.523352]","[53.85164807134504, 41.23105625617661, 20.615528128088304, 10.0, 33.54101966249684, 64.03124237432849, 54.08326913195984]","[(284, 149, 74, 274), (782, 277, 87, 86), (637, 393, 230, 161), (862, 229, 108, 302), (369, 330, 163, 186), (320, 575, 150, 155), (532, 500, 308, 131)]"
GIU2018_SL200618170547-081,"[6.483942, 12.744787, 5.341838, 7.1503987, 32.791664, 38.707302, 26.099144]","[31.622776601683793, 31.622776601683793, 7.0710678118654755, 50.0, 30.0, 31.622776601683793, 58.309518948453004]","[(314, 149, 54, 254), (752, 257, 87, 86), (617, 393, 240, 161), (892, 199, 188, 302), (379, 270, 123, 156), (370, 495, 150, 155), (482, 490, 328, 121)]"
OTT2018_MI311018200437-137,"[14.656436, 6.742701, 5.9079356, 124.31751, 25.36939, 10.218093, 17.40715]","[40.0, 50.0, 35.35533905932738, 50.0, 36.05551275463989, 38.07886552931954, 10.0]","[(284, 119, 54, 254), (712, 267, 107, 106), (597, 363, 240, 161), (802, 229, 265, 302), (359, 270, 123, 156), (380, 495, 160, 165), (502, 530, 308, 121)]"
SET2018_CL050918131142-114,"[38.95211, 19.378126, 86.55565, 187.88872, 51.207752, 13.216848, 19.76492]","[70.71067811865476, 50.99019513592785, 70.71067811865476, 58.309518948453004, 28.284271247461902, 41.23105625617661, 20.0]","[(274, 169, 54, 254), (732, 337, 87, 86), (667, 333, 230, 151), (822, 179, 289, 302), (399, 280, 123, 156), (370, 485, 150, 155), (502, 560, 308, 121)]"
NOV2017_GV091117130738-234,"[17.666407, 9.716825, 94.01391, 250.66994, 39.388786, 11.088161, 21.06725]","[33.54101966249684, 50.99019513592785, 15.0, 53.85164807134504, 50.99019513592785, 40.311288741492746, 47.16990566028302]","[(314, 149, 64, 254), (732, 337, 87, 86), (617, 403, 230, 161), (832, 179, 213, 302), (329, 290, 123, 156), (370, 485, 160, 155), (472, 520, 328, 131)]"
FEB2018_FM070218010455-024,"[6.5417686, 7.0351095, 7.539007, 6.7250733, 12.438904, 10.828304, 20.963804]","[25.0, 0.0, 20.0, 21.213203435596427, 14.142135623730951, 55.226805085936306, 31.622776601683793]","[(314, 139, 64, 254), (742, 287, 87, 86), (637, 383, 230, 151), (872, 219, 181, 312), (369, 290, 123, 156), (310, 525, 160, 165), (472, 530, 308, 121)]"
SET2017_FM220917090142-208,"[3.0688062, 9.207488, 6.8303266, 24.005362, 18.949896, 10.518485, 14.155389]","[49.24428900898052, 25.0, 20.0, 22.360679774997898, 7.0710678118654755, 36.05551275463989, 22.360679774997898]","[(304, 169, 54, 264), (732, 307, 107, 96), (637, 383, 230, 151), (872, 219, 115, 302), (379, 310, 133, 166), (340, 495, 150, 155), (522, 550, 308, 121)]"
GIU2017_NP070617160344-192,"[4.6569643, 12.952813, 7.367497, 5.1076546, 16.119774, 11.884723, 20.547539]","[45.0, 53.85164807134504, 10.0, 18.027756377319946, 20.0, 47.43416490252569, 50.0]","[(284, 119, 64, 254), (692, 307, 87, 86), (617, 393, 230, 151), (852, 229, 200, 322), (379, 320, 123, 156), (410, 515, 160, 165), (532, 580, 308, 121)]"
MAR2018_LA130318081030-038,"[12.649876, 17.59377, 6.0029297, 108.65908, 40.82344, 14.704316, 18.13202]","[54.08326913195984, 64.03124237432849, 22.360679774997898, 29.154759474226502, 14.142135623730951, 41.23105625617661, 40.0]","[(304, 169, 74, 264), (792, 247, 87, 86), (597, 373, 230, 151), (882, 209, 273, 312), (369, 310, 123, 156), (370, 485, 150, 155), (462, 540, 308, 121)]"
GIU2018_VL140618280729-075,"[2.5859847, 8.200475, 3.5680466, 7.100546, 8.487555, 11.15687, 13.188616]","[35.0, 14.142135623730951, 10.0, 32.01562118716424, 11.180339887498949, 40.311288741492746, 22.360679774997898]","[(294, 129, 64, 274), (752, 277, 87, 86), (617, 373, 230, 151), (872, 209, 153, 312), (379, 300, 133, 176), (360, 565, 160, 155), (522, 550, 308, 121)]"
MAR2017_FR160317060239-167,"[18.962023, 8.335332, 6.994725, 10.314671, 25.775826, 11.6326475, 15.298702]","[20.0, 15.0, 14.142135623730951, 10.0, 40.311288741492746, 25.0, 38.07886552931954]","[(324, 139, 54, 254), (732, 287, 97, 86), (607, 393, 230, 151), (862, 229, 438, 302), (349, 290, 133, 176), (380, 515, 150, 165), (542, 530, 318, 131)]"
MAR2018_RI080318050545-037,"[2.159298, 7.677488, 9.341621, 7.321959, 10.116252, 9.947844, 19.398449]","[44.721359549995796, 30.0, 42.42640687119285, 5.0, 20.615528128088304, 20.0, 51.478150704935004]","[(284, 139, 54, 254), (742, 317, 87, 86), (647, 413, 230, 151), (862, 239, 208, 322), (369, 310, 143, 166), (350, 535, 170, 175), (462, 570, 318, 131)]"
LUG2018_DL260718031235-106,"[5.717984, 6.8744974, 5.82675, 14.875236, 9.994698, 10.431937, 19.87338]","[49.24428900898052, 35.35533905932738, 47.43416490252569, 32.01562118716424, 20.615528128088304, 40.0, 7.0710678118654755]","[(294, 109, 84, 274), (712, 287, 97, 96), (577, 373, 240, 161), (882, 209, 238, 312), (369, 310, 143, 166), (360, 565, 150, 155), (512, 540, 338, 131)]"
GEN2018_PL240108060437-013,"[20.355988, 10.02013, 58.237385, 172.89514, 38.140957, 18.001612, 24.00505]","[26.92582403567252, 18.027756377319946, 5.0, 58.309518948453004, 14.142135623730951, 30.0, 10.0]","[(344, 159, 74, 284), (732, 277, 87, 96), (627, 393, 250, 161), (902, 259, 190, 302), (369, 310, 123, 156), (360, 495, 150, 155), (502, 530, 308, 121)]"
GIU2018_FS260618140465-077,"[2.8067868, 7.623427, 7.8868265, 5.022833, 23.616016, 10.022311, 14.712183]","[20.0, 7.0710678118654755, 58.309518948453004, 50.0, 7.0710678118654755, 41.23105625617661, 14.142135623730951]","[(304, 119, 54, 254), (752, 297, 97, 96), (667, 413, 230, 151), (892, 259, 214, 302), (389, 300, 133, 166), (370, 565, 150, 155), (512, 550, 308, 121)]"
MAG2017_BA040517030232-180,"[102.03309, 8.611254, 105.530014, 37.67404, 30.710583, 9.115414, 13.130672]","[58.309518948453004, 41.23105625617661, 58.309518948453004, 11.180339887498949, 21.213203435596427, 28.284271247461902, 5.0]","[(274, 89, 54, 254), (752, 327, 87, 86), (567, 413, 230, 151), (862, 239, 229, 302), (369, 320, 133, 166), (340, 545, 150, 155), (512, 540, 318, 121)]"
SET2018_MM060918271246-117,"[8.613895, 7.307459, 7.2646904, 7.826342, 15.802906, 14.142666, 15.561026]","[22.360679774997898, 28.284271247461902, 20.0, 36.40054944640259, 14.142135623730951, 31.622776601683793, 25.495097567963924]","[(314, 99, 54, 254), (722, 307, 87, 86), (617, 403, 230, 151), (862, 209, 246, 332), (369, 310, 123, 156), (350, 495, 150, 155), (482, 540, 318, 131)]"
NOV2017_LG221117150538-228,"[3.9262223, 10.5066185, 10.429472, 10.070236, 26.723364, 19.860611, 15.538076]","[14.142135623730951, 55.0, 22.360679774997898, 40.311288741492746, 41.23105625617661, 58.309518948453004, 54.08326913195984]","[(314, 109, 54, 254), (752, 237, 107, 96), (637, 393, 230, 151), (892, 229, 221, 312), (369, 260, 123, 156), (410, 555, 150, 155), (482, 510, 328, 151)]"
MAG2016_MA120516170233-293,"[4.711478, 7.5932055, 116.93157, 7.443441, 34.599, 11.549412, 18.226957]","[21.213203435596427, 14.142135623730951, 35.0, 31.622776601683793, 58.309518948453004, 50.99019513592785, 33.54101966249684]","[(324, 119, 84, 284), (762, 287, 107, 106), (617, 423, 230, 161), (882, 239, 234, 302), (349, 250, 123, 156), (350, 475, 150, 155), (522, 510, 318, 121)]"
GIU2018_DG210618231136-076,"[6.6236615, 18.998226, 198.41089, 263.98386, 36.72467, 11.056921, 27.809109]","[33.54101966249684, 14.142135623730951, 50.99019513592785, 7.0710678118654755, 51.478150704935004, 15.811388300841896, 82.00609733428362]","[(344, 89, 64, 254), (752, 277, 87, 86), (607, 433, 230, 151), (862, 229, 198, 312), (339, 330, 133, 166), (360, 555, 160, 185), (442, 500, 318, 141)]"
SET2017_G150917110645-213,"[22.87544, 18.969707, 16.894651, 89.51976, 29.83466, 9.948032, 42.894974]","[82.00609733428362, 46.09772228646444, 46.09772228646444, 50.99019513592785, 18.027756377319946, 29.154759474226502, 50.99019513592785]","[(274, 79, 84, 274), (722, 327, 107, 96), (577, 393, 240, 151), (902, 239, 283, 302), (369, 310, 133, 156), (350, 555, 160, 165), (552, 530, 308, 121)]"
LUG2017_FC050717190649-200,"[11.373719, 6.9901905, 8.871117, 11.136779, 36.511665, 11.104796, 16.39875]","[21.213203435596427, 15.811388300841896, 38.07886552931954, 25.495097567963924, 25.0, 20.0, 22.360679774997898]","[(314, 139, 64, 264), (732, 297, 97, 96), (657, 403, 240, 161), (882, 229, 254, 312), (409, 300, 133, 156), (360, 545, 150, 155), (522, 550, 308, 121)]"
GIU2017_VL010617280729-191,"[20.337793, 6.617725, 30.47972, 6.885521, 10.514609, 10.223315, 15.32096]","[64.03124237432849, 10.0, 47.16990566028302, 60.207972893961475, 11.180339887498949, 53.85164807134504, 25.0]","[(364, 169, 54, 254), (742, 277, 87, 86), (657, 363, 230, 161), (872, 179, 281, 322), (389, 310, 123, 166), (410, 505, 150, 155), (492, 530, 328, 131)]"
SET2017_MS280917150843-215,"[2.8753343, 8.548274, 5.9310756, 7.236696, 19.812836, 10.519183, 14.705029]","[50.0, 5.0, 20.0, 28.284271247461902, 0.0, 36.05551275463989, 22.360679774997898]","[(284, 149, 54, 254), (742, 287, 97, 86), (637, 383, 230, 151), (882, 219, 222, 322), (379, 300, 123, 156), (340, 555, 150, 155), (512, 520, 308, 121)]"
LUG2018_CA030718100544-101,"[14.89569, 6.9574776, 7.487899, 11.422716, 11.057475, 10.862674, 20.222076]","[65.19202405202648, 22.360679774997898, 11.180339887498949, 45.0, 25.0, 44.721359549995796, 22.360679774997898]","[(324, 59, 64, 264), (722, 277, 87, 86), (627, 383, 230, 161), (902, 229, 263, 302), (369, 290, 143, 166), (400, 505, 150, 155), (482, 550, 308, 121)]"
MAR2017_GA150317061236-163,"[5.5361915, 11.696605, 9.548092, 155.51503, 47.423042, 11.147779, 15.378359]","[38.07886552931954, 25.0, 44.721359549995796, 49.24428900898052, 20.0, 41.23105625617661, 20.0]","[(344, 169, 64, 284), (742, 267, 87, 96), (637, 423, 230, 151), (902, 209, 269, 302), (359, 300, 123, 156), (320, 535, 150, 155), (482, 540, 308, 121)]"
LUG2017_FL210717200731-205,"[4.467343, 7.057512, 9.233977, 130.89304, 10.435308, 35.686497, 27.898317]","[44.721359549995796, 49.49747468305833, 15.811388300841896, 32.01562118716424, 10.0, 41.23105625617661, 36.05551275463989]","[(304, 79, 54, 254), (722, 267, 117, 116), (607, 383, 240, 161), (882, 209, 202, 312), (379, 300, 123, 176), (350, 565, 150, 155), (522, 570, 308, 121)]"
GIU2018_CO130618260229-071,"[4.5201035, 12.201297, 177.52911, 7.6973953, 32.733578, 12.527314, 26.721725]","[55.90169943749474, 22.360679774997898, 44.721359549995796, 50.24937810560445, 14.142135623730951, 31.622776601683793, 41.23105625617661]","[(304, 69, 64, 254), (722, 297, 87, 86), (657, 363, 230, 151), (902, 239, 216, 312), (369, 310, 123, 156), (370, 555, 150, 155), (542, 530, 308, 121)]"
GIU2017_AG150617071136-187,"[3.2002368, 6.479674, 18.556242, 41.113472, 7.9279284, 9.807212, 11.422621]","[22.360679774997898, 25.495097567963924, 5.0, 22.360679774997898, 10.0, 35.0, 22.360679774997898]","[(314, 139, 54, 254), (742, 267, 97, 96), (617, 383, 240, 151), (862, 249, 195, 302), (379, 290, 123, 156), (360, 495, 150, 165), (522, 550, 308, 121)]"
LUG2016_ML070716060841-299,"[2.5293202, 13.407649, 8.860666, 7.2037973, 32.9636, 13.321087, 15.969958]","[36.05551275463989, 36.05551275463989, 38.07886552931954, 38.07886552931954, 41.23105625617661, 42.720018726587654, 10.0]","[(304, 149, 54, 254), (722, 257, 87, 86), (657, 373, 240, 161), (882, 199, 210, 312), (369, 260, 123, 156), (400, 515, 150, 165), (492, 540, 308, 121)]"
MAR2016_SB100316300537-274,"[21.838015, 19.062353, 32.477623, 10.993517, 49.07161, 10.642182, 19.205933]","[40.0, 44.721359549995796, 31.622776601683793, 14.142135623730951, 31.622776601683793, 31.622776601683793, 10.0]","[(334, 169, 74, 274), (762, 247, 87, 86), (607, 353, 230, 151), (872, 249, 160, 322), (369, 270, 123, 156), (330, 535, 150, 155), (512, 540, 308, 121)]"
GEN2016_GG140116230234-259,"[20.0628, 7.3954916, 135.35645, 302.4113, 46.166023, 10.089569, 39.419163]","[30.4138126514911, 55.90169943749474, 50.0, 25.495097567963924, 40.0, 53.85164807134504, 28.284271247461902]","[(324, 99, 64, 274), (692, 267, 87, 96), (647, 343, 230, 151), (832, 229, 235, 312), (339, 300, 123, 156), (380, 475, 150, 155), (482, 560, 308, 121)]"
MAR2017_DG160317161132-165,"[14.29987, 19.189253, 105.7541, 188.22151, 22.774506, 10.785826, 30.720943]","[43.01162633521314, 44.721359549995796, 5.0, 22.360679774997898, 40.311288741492746, 36.05551275463989, 70.71067811865476]","[(354, 159, 64, 264), (702, 307, 87, 86), (627, 383, 240, 151), (862, 209, 106, 302), (349, 280, 133, 156), (330, 545, 150, 155), (452, 490, 308, 121)]"
FEB2016_LS250216080638-277,"[51.01262, 19.03593, 173.7619, 84.55067, 37.02265, 9.320327, 24.322649]","[70.71067811865476, 18.027756377319946, 50.99019513592785, 49.24428900898052, 30.4138126514911, 41.23105625617661, 53.85164807134504]","[(274, 69, 54, 254), (752, 307, 87, 96), (627, 333, 230, 151), (832, 189, 489, 312), (359, 300, 143, 166), (400, 535, 150, 155), (452, 560, 308, 121)]"
FEB2018_CR010218110746-026,"[11.486392, 7.8923326, 115.73744, 135.57324, 49.079952, 10.392758, 15.836625]","[26.92582403567252, 25.0, 58.309518948453004, 42.42640687119285, 70.71067811865476, 41.23105625617661, 49.24428900898052]","[(304, 109, 64, 254), (722, 287, 97, 86), (587, 433, 230, 151), (882, 259, 215, 302), (429, 250, 123, 156), (400, 535, 150, 155), (522, 590, 308, 131)]"
OTT2017_RV261017010231-224,"[41.386116, 18.9166, 8.023248, 36.3946, 21.727295, 10.7369585, 16.631987]","[55.90169943749474, 25.0, 30.0, 35.35533905932738, 20.0, 0.0, 30.0]","[(304, 69, 64, 254), (742, 267, 87, 96), (617, 413, 230, 151), (872, 209, 235, 332), (379, 310, 163, 176), (360, 525, 150, 155), (532, 540, 308, 121)]"
SET2018_CS260918030839-125,"[219.59422, 18.910616, 177.22656, 31.342976, 20.18555, 9.854197, 14.829334]","[61.032778078668514, 41.23105625617661, 50.24937810560445, 36.40054944640259, 33.54101966249684, 53.85164807134504, 53.85164807134504]","[(364, 169, 64, 254), (742, 257, 107, 106), (567, 393, 230, 161), (892, 219, 219, 302), (369, 270, 133, 156), (410, 505, 150, 155), (552, 560, 308, 121)]"
GIU2016_PC160616050636-289,"[3.3006773, 9.607441, 14.213445, 13.4620905, 38.374672, 9.747762, 16.47131]","[29.154759474226502, 21.213203435596427, 25.0, 7.0710678118654755, 40.311288741492746, 36.05551275463989, 44.721359549995796]","[(304, 109, 64, 264), (732, 307, 97, 96), (637, 403, 230, 161), (862, 249, 218, 332), (379, 270, 133, 176), (340, 555, 150, 155), (522, 580, 308, 121)]"
GIU2017_FL220617230839-191,"[2.7283695, 13.308955, 37.041462, 18.463186, 27.351583, 9.86598, 38.712193]","[67.08203932499369, 58.309518948453004, 20.0, 18.027756377319946, 20.0, 22.360679774997898, 22.360679774997898]","[(264, 149, 54, 254), (692, 317, 87, 86), (597, 383, 230, 151), (862, 219, 130, 312), (379, 320, 123, 156), (380, 535, 150, 155), (482, 550, 308, 121)]"
GEN2018_MG240118120145-014,"[3.8002975, 11.247763, 9.748428, 20.075638, 27.506538, 12.168612, 28.28185]","[42.720018726587654, 50.99019513592785, 41.23105625617661, 14.142135623730951, 22.360679774997898, 0.0, 63.245553203367585]","[(314, 159, 64, 254), (752, 237, 87, 86), (627, 423, 230, 151), (862, 219, 136, 302), (359, 290, 123, 156), (360, 525, 150, 155), (442, 520, 308, 121)]"
MAR2018_CL070318160636-052,"[2.6518116, 18.667316, 61.871033, 9.822112, 27.81548, 10.956464, 14.812858]","[47.16990566028302, 20.0, 10.0, 32.01562118716424, 76.32168761236873, 50.99019513592785, 40.0]","[(284, 149, 54, 264), (762, 287, 87, 86), (617, 393, 230, 151), (882, 209, 224, 312), (349, 240, 143, 166), (380, 485, 170, 175), (502, 580, 308, 121)]"
MAG2017_CR170517030843-176,"[17.91607, 12.02578, 41.689472, 19.127903, 16.570578, 10.664783, 26.559841]","[120.41594578792295, 11.180339887498949, 50.99019513592785, 10.0, 32.01562118716424, 53.85164807134504, 64.03124237432849]","[(254, 49, 94, 274), (742, 307, 97, 106), (667, 393, 230, 151), (862, 229, 143, 322), (369, 280, 143, 166), (410, 545, 150, 155), (542, 490, 308, 121)]"
GIU2017_IG160617290731-189,"[3.6863868, 7.640591, 6.6180725, 18.131828, 51.619602, 11.198095, 30.178625]","[31.622776601683793, 15.811388300841896, 18.027756377319946, 14.142135623730951, 30.0, 14.142135623730951, 45.27692569068709]","[(314, 149, 54, 254), (762, 287, 97, 96), (607, 403, 240, 171), (862, 239, 129, 302), (349, 300, 123, 156), (370, 515, 150, 155), (502, 500, 318, 131)]"
SET2018_IA260918160536-122,"[2.3942094, 7.4650493, 25.489046, 119.8605, 14.311822, 10.839843, 16.960072]","[50.24937810560445, 7.0710678118654755, 30.0, 30.0, 31.622776601683793, 44.721359549995796, 53.85164807134504]","[(274, 129, 54, 264), (752, 297, 97, 96), (647, 383, 230, 151), (852, 199, 170, 302), (379, 280, 143, 176), (340, 565, 150, 155), (452, 560, 308, 121)]"
GIU2018_DA190618100330-074,"[6.6624894, 19.160051, 8.46042, 146.2978, 23.475384, 11.783935, 29.169928]","[50.99019513592785, 76.32168761236873, 41.23105625617661, 36.05551275463989, 28.284271247461902, 72.80109889280519, 47.43416490252569]","[(314, 169, 54, 254), (702, 227, 87, 96), (607, 423, 230, 151), (832, 199, 215, 302), (359, 320, 123, 156), (350, 465, 170, 175), (462, 560, 318, 131)]"
MAR2018_SE150318100545-041,"[4.3831677, 17.831818, 17.056383, 10.346715, 21.332775, 11.564402, 15.28863]","[30.0, 44.721359549995796, 20.615528128088304, 15.811388300841896, 7.0710678118654755, 44.721359549995796, 18.027756377319946]","[(324, 149, 54, 254), (762, 327, 87, 86), (647, 393, 250, 161), (862, 249, 220, 312), (379, 310, 133, 166), (400, 505, 150, 155), (492, 560, 308, 131)]"
MAG2018_GU220518311031-092,"[3.0056505, 7.607867, 71.63753, 8.331383, 10.624923, 12.10377, 16.978626]","[25.0, 20.0, 22.360679774997898, 22.360679774997898, 26.92582403567252, 53.85164807134504, 22.360679774997898]","[(304, 129, 64, 274), (722, 287, 87, 86), (627, 363, 230, 151), (872, 219, 114, 302), (369, 300, 153, 176), (340, 575, 150, 155), (512, 520, 308, 121)]"
OTT2018_CS261018300947-143,"[2.8629162, 7.4998016, 3.8748631, 6.9775467, 16.897198, 10.952068, 16.003023]","[46.09772228646444, 14.142135623730951, 22.360679774997898, 11.180339887498949, 42.42640687119285, 41.23105625617661, 53.85164807134504]","[(314, 169, 54, 264), (732, 277, 87, 86), (597, 373, 230, 151), (872, 249, 224, 322), (369, 290, 163, 196), (400, 515, 150, 155), (452, 560, 308, 121)]"
LUG2018_CG040718300741-100,"[21.670744, 9.32647, 5.9829187, 7.6801167, 14.488834, 10.205281, 16.236233]","[86.02325267042627, 0.0, 15.0, 7.0710678118654755, 25.495097567963924, 22.360679774997898, 40.0]","[(254, 69, 54, 254), (742, 287, 87, 86), (637, 383, 240, 151), (862, 229, 175, 312), (379, 280, 133, 166), (350, 545, 150, 155), (502, 580, 308, 121)]"
LUG2018_PM100718080152-099,"[13.928287, 9.306388, 6.674871, 7.513736, 11.075525, 11.15454, 16.301216]","[31.622776601683793, 53.150729063673246, 0.0, 32.01562118716424, 33.54101966249684, 53.85164807134504, 20.0]","[(304, 139, 74, 274), (712, 257, 97, 106), (617, 383, 230, 151), (882, 219, 250, 332), (359, 290, 143, 166), (380, 475, 150, 155), (482, 540, 308, 121)]"
GEN2018_BP110118070246-007,"[3.4190378, 9.734031, 11.418466, 136.16533, 32.919758, 12.082891, 15.132816]","[10.0, 36.05551275463989, 22.360679774997898, 74.33034373659252, 40.0, 58.309518948453004, 50.99019513592785]","[(314, 119, 54, 254), (762, 257, 87, 86), (637, 393, 230, 151), (802, 189, 190, 322), (419, 300, 123, 156), (390, 475, 150, 155), (552, 550, 308, 121)]"
GIU2016_PA300616120141-305,"[5.655052, 7.3801665, 43.73014, 204.0427, 31.797113, 11.969336, 15.637436]","[38.07886552931954, 114.0175425099138, 70.71067811865476, 36.05551275463989, 14.142135623730951, 25.0, 65.0]","[(314, 169, 64, 284), (652, 227, 87, 106), (567, 333, 230, 151), (882, 209, 182, 302), (369, 290, 123, 156), (350, 505, 160, 155), (442, 540, 318, 121)]"
FEB2017_ML240217060332-166,"[4.6947956, 8.864617, 7.315738, 18.169498, 39.062973, 9.722884, 16.208708]","[69.6419413859206, 20.0, 10.0, 46.09772228646444, 25.0, 46.09772228646444, 31.622776601683793]","[(274, 109, 84, 284), (762, 287, 87, 86), (617, 393, 230, 151), (892, 259, 182, 302), (369, 290, 143, 166), (410, 515, 160, 155), (492, 570, 308, 121)]"
SET2017_ZG280917040847-211,"[22.417011, 5.943908, 9.396125, 7.476538, 11.768293, 11.753894, 26.607985]","[64.03124237432849, 35.35533905932738, 44.721359549995796, 28.284271247461902, 0.0, 40.0, 70.71067811865476]","[(364, 169, 54, 254), (712, 297, 97, 96), (637, 423, 230, 151), (872, 249, 171, 302), (379, 300, 123, 156), (400, 525, 150, 155), (452, 490, 308, 121)]"
GIU2016_VA230616131139-298,"[2.6060748, 7.3649244, 8.593837, 10.963893, 37.22026, 9.680961, 16.042053]","[41.23105625617661, 10.0, 14.142135623730951, 45.27692569068709, 50.99019513592785, 28.284271247461902, 31.622776601683793]","[(314, 159, 54, 254), (742, 297, 87, 86), (627, 373, 230, 151), (872, 199, 227, 332), (389, 350, 123, 156), (380, 545, 150, 155), (472, 550, 308, 121)]"
MAR2016_RG030316240335-276,"[3.9624088, 4.557993, 8.375488, 10.305385, 6.8069296, 10.301594, 16.07623]","[28.284271247461902, 14.142135623730951, 43.01162633521314, 33.54101966249684, 33.54101966249684, 53.150729063673246, 26.92582403567252]","[(304, 139, 54, 254), (732, 297, 87, 86), (657, 413, 240, 161), (852, 219, 215, 342), (369, 300, 163, 186), (410, 495, 170, 165), (482, 560, 318, 141)]"
FEB2017_CL240217160438-157,"[14.3322935, 6.9663167, 7.9417434, 12.03387, 47.48876, 11.194652, 13.841625]","[36.05551275463989, 15.811388300841896, 38.07886552931954, 28.284271247461902, 64.03124237432849, 50.24937810560445, 10.0]","[(304, 139, 74, 254), (732, 297, 97, 96), (657, 403, 240, 161), (882, 249, 199, 302), (329, 340, 123, 156), (360, 475, 160, 155), (492, 540, 308, 121)]"
